fid,1930,WKT_geometry
77,0,"LineString (549671.33914446 628247.13831219, 550825.65472554 628101.56400558, 551618.62051763 628007.68535096)"
78,0,"LineString (549556.88553918 627327.44962598, 551523.21317396 627183.6198205)"
79,0,"LineString (550726.70657027 646735.90159719, 550848.7168106 652563.19333843, 549652.76367474 653018.9500949, 549621.57461873 653510.77789121)"
81,0,"LineString (555374.44625928 646098.7227404, 555343.20555836 644921.54441582)"
82,0,"LineString (557400.68340626 645427.46534, 557312.81037884 650078.83499733)"
84,0,"LineString (555781.03418353 641961.4040896, 555656.68578625 641975.07600826, 552626.37385636 636554.7601333, 552497.82830258 635790.25996219, 552350.90134256 634950.79439448, 552283.44887871 634305.36900028, 552180.41905275 633561.96036191, 552128.99162022 632947.88774067)"
85,0,"LineString (564701.41581063 649221.23408855, 564341.80004128 648342.83989486, 563824.07245705 647503.11658919, 562752.75652218 646216.63605586, 562546.2338017 646061.80898735, 560231.67225098 645031.21347911, 559016.68480748 644380.25854633)"
87,,"LineString (641604.23452163 622066.99692327, 641798.27089893 622047.07904959, 641844.37775213 621660.50642867, 644036.67669818 621388.04259909, 644162.08779004 621323.94247383, 644312.00136739 620327.75567756, 643892.00030846 619707.57229315, 644404.9950849 618800.90729619, 648408.7327831 618713.35598565, 651928.36357465 618352.1978216, 654389.08505405 618129.99313876, 654411.90116827 618128.31985852, 654673.68955882 618272.51613548, 654815.91906616 618243.09194117, 655012.85817307 618093.88799631, 655126.8954869 617991.64946676, 657220.76779208 617486.82798378, 658157.78170331 617296.21104113, 659085.98373362 617109.40224182, 659281.91669455 617069.83787162, 659414.47564393 617308.30691472, 662255.6141369 617366.18531958, 662675.00062761 617075.20440998, 663786.40733341 616998.20071889, 665156.38924149 616381.05003727, 665608.24438357 616366.15029111, 666750.62433805 615598.90654732, 667643.51013409 615005.40685023, 668076.85651676 615010.90963787, 668277.10838161 614900.51347534, 668493.04001141 614634.98276593, 668466.12293629 614278.2085626, 672298.96916269 611875.8390381, 673846.23672907 610871.11039937, 674143.72677909 610863.98475397, 674337.12179456 610578.98649964, 675306.84146027 609976.95379016, 676139.13699789 609451.28886334, 676555.19910068 609190.84452375, 677232.62792823 609070.09071991, 677791.83162771 608853.7015481, 677960.00539161 608863.03172675, 678037.84241963 608966.33884586, 678270.66140229 608962.59148044, 678355.02285304 609091.75373319, 678654.1008697 609047.25727139, 678745.7929719 608861.29838265, 679116.25343122 608798.45358633, 679647.59825433 608739.36752371, 680022.23764758 608460.25867301, 680212.70364238 608314.32274681)"
88,0,
89,0,"LineString (551923.92459572 632373.33042123, 553873.85775151 631962.25559369)"
91,0,"LineString (550439.81406289 630980.48017305, 551835.32495686 630308.80247424)"
92,0,"LineString (552060.60146304 634017.67861514, 550169.59603089 634237.39850657)"
93,0,"LineString (552238.24206251 635188.78657455, 549049.72703545 635797.87085109)"
94,0,"LineString (552336.39089017 636019.4542057, 547975.86958189 636846.53115523)"
95,0,"LineString (552525.89270053 636793.37373618, 549573.34964836 637421.30104156, 548699.95433246 637613.20956964)"
96,0,"LineString (554892.45043958 640957.04078557, 553006.73622535 641437.34881334, 552875.38063482 641248.61766296, 552820.80364037 641171.01814897, 552619.1666509 641211.00083923, 552301.40917232 641413.10493541)"
97,0,"LineString (551873.27513944 631249.94269522, 554002.12669951 631265.32240976)"
98,0,"LineString (551835.32495686 630308.80247424, 552003.35101125 630113.06102828, 552288.25405145 630113.69775498, 552777.29694704 629511.13061541, 553826.4861298 628742.26022064, 554843.74995291 628496.9314277)"
99,0,"LineString (551706.75637553 628773.62092116, 553622.1160177 627870.71892398)"
100,0,"LineString (551618.62051763 628007.68535096, 552203.69579326 627861.15904543, 553462.33562596 627530.26941584)"
101,0,"LineString (551523.21317396 627183.6198205, 553434.6023363 626982.89956141)"
102,0,"LineString (551308.14147624 626698.52228418, 551494.61233712 626685.95171099, 552013.712463 626616.29423138, 552271.4909619 626372.81765346, 553411.86792443 626267.82246571)"
103,0,"LineString (551885.03543828 625087.32539641, 553435.65160248 625460.09297713)"
104,0,"LineString (552106.3321272 624277.07410339, 553618.4141618 624641.12812453)"
105,0,"LineString (552344.22579567 623495.07826124, 553702.56113084 623855.41285526)"
107,0,"LineString (556240.69627158 643586.56805036, 554377.47075835 644469.66468214, 553535.0272922 644593.30716781, 553074.58167805 644463.49496465, 552896.02902224 644249.08154243, 552415.52900221 643643.94851013, 552303.80421817 643315.87448642, 552211.75969456 643129.90105026, 552099.15070177 642935.28251197, 551832.99879454 642576.92187039, 551706.95208465 642605.05179722, 550008.91301599 642760.52218271, 549100.24379803 642896.40138775, 548477.56222245 642966.32238342, 547853.70060265 643044.50892935, 547236.48547456 643097.95304622, 546638.03501811 643144.47432216, 545983.32669454 643209.69321487, 545865.05008968 643221.09367955, 545345.95520454 643349.79005514, 544693.98941034 643613.9243709)"
108,0,"LineString (550194.62145687 645413.25955886, 549783.69046263 645388.33806371, 549767.83955133 645527.48960746, 549551.61022487 645754.46063485, 549561.94379017 646022.96002124)"
109,0,"LineString (550245.67800466 646760.64980435, 550179.1789683 645727.11161995, 550194.62145687 645413.25955886)"
