fid,label1930,main_body_water,label1882,alt_label,wkt_geometry
724,Kitti Kreek,Suriname,Kitti Kreek,,"LineString (527658.17830309 453648.52660486, 527864.24016876 453618.27081065, 528483.5209865 453603.28792709, 528671.69713923 453535.64326035, 528889.85369937 453597.48425576, 529097.81838502 453504.39252871, 529117.14868934 453412.84426448, 529097.5489065 453335.12473769, 529147.66721747 453234.4417037, 529471.77518595 453136.92914758, 530008.15615112 453068.91430084, 530327.95580857 452848.81230828, 531067.65559427 452584.45475885, 531322.43112557 452395.458354)"
725,Dabi Kreek,Suriname,Dabi Kreek,,"LineString (527334.05318532 452915.84371939, 527491.31067039 452818.64283605, 527763.51185598 452739.56859649, 528116.66746173 452455.56765808, 528351.54194208 452298.46446714, 528965.61430454 452212.46137595, 529334.39527611 452141.52106044, 529755.64562072 452019.91166036, 530052.73127647 451992.85672172, 530488.56169872 451774.7800537, 531172.72149867 451367.5944628)"
726,Atoweston Kreek,Suriname,Atoweston Kreek,,"LineString (525802.97103077 452803.68102264, 525843.11701319 452951.07644899, 525794.28084302 453163.01189159, 525603.85432969 453359.57963034, 525234.96084009 453436.96609945, 524823.41967195 453371.74956315, 524618.38045507 453297.2412966, 524147.58620619 453301.91978764, 523791.81005985 453366.63898561, 523336.49603286 453223.2809799, 522844.56303471 453330.76037446, 522444.78899347 453330.23041022, 522082.22913944 453414.17555096)"
727,Brakkoe Kreek,Suriname,Brakkoe Kreek,,"LineString (525161.58606769 452237.94749203, 524939.91514917 452238.91429996, 524661.94291815 452279.19909989, 524301.74594274 452227.77501503, 523800.85876843 452109.41399751, 523329.38941138 452152.76941015, 522689.4998086 451870.77915598, 522355.42500169 451800.46668244, 521948.52969867 451838.50112177, 521742.59033755 451815.56208402, 520707.75764866 451810.39524747, 520408.0514523 451618.16844567, 519812.00728034 451594.86822073)"
728,Koffie Kreek,Suriname,Koffie Kreek,,"LineString (525204.24389013 450902.31971247, 525031.05977114 450896.07271363, 523547.06160083 450580.00413677, 522491.58018084 450464.85887591, 522116.32042976 450168.14340015, 521521.10383007 449912.72538659, 521234.96504909 449682.04669925, 520900.44017006 449637.51884011)"
729,Sabati Kreek,Suriname,Sabati Kreek,,"LineString (526761.26228685 450175.06780934, 526894.04542781 450187.05772411, 527435.4098122 450202.9553922, 527869.43994598 450088.01718178, 528044.72379151 450020.14747897, 528402.7902445 449639.51049558, 528600.69188665 449568.81152908, 529254.00376086 449451.25277807, 529385.45848853 449308.46468265, 529397.43433854 449176.48731089, 529980.10350527 448857.80384093, 530433.13454576 448762.54164541, 530887.24266401 448697.92680898, 531010.43097657 448751.66200986, 531235.53186497 448692.72201378, 531402.01849483 448574.72584354, 531722.74276595 448578.71207711, 532200.33253906 448369.42446828, 532535.18681571 448302.72804831, 532838.15603492 448308.0163957, 533201.23853303 448378.83520038, 533483.12892206 448206.43238115, 533773.49894569 448009.99713347, 533869.51980159 447773.09283218, 534001.5734054 447688.34824868, 534184.35235278 447652.84996141, 534359.4873943 447501.1521323, 534819.92914812 447443.09596751, 535088.86098441 447320.43986738)"
730,Totome Kreek,Suriname,Totome Kreek,,"LineString (525883.61100835 448737.93841635, 526023.91921071 448642.05371158, 526301.94770074 448598.54583486, 526628.08099376 448385.00251393, 527035.31385087 448327.6296138, 527403.21831131 447937.49217704, 527885.03200694 447855.62861985, 528160.68130539 447763.7183321, 528511.09203596 447452.26498188, 528827.56425506 447330.43870222, 529244.24130651 447286.12688633, 529570.63592157 447149.96553811, 529996.84521596 446836.61119793, 530141.01531731 446611.83155067, 530319.63475767 446537.57195328, 530615.03630306 446329.94032532, 530721.78757232 446263.29242605, 531181.18445613 446218.9202729, 531430.42213454 446070.12793953, 531618.30883572 445926.71283848, 532000.55286112 445915.65260933, 532224.18285865 445848.62679175, 532356.71466408 445736.48605545, 532372.53244005 445569.1110979, 532297.06327384 445459.78780875, 532148.73732555 445368.53715255, 532139.84756487 445231.359482, 532252.90026197 445126.93888361, 532321.8507026 445055.60109491, 532361.89781359 444885.42500318, 532450.35549207 444804.75553818, 532633.6970296 444737.02648291, 532826.11890792 444564.67401443, 532872.62032898 444486.49625903, 532982.31745821 444481.96291193, 533068.74165568 444425.43839342)"
731,Djomboka Kreek,Suriname,Djomboka Kreek,,"LineString (525248.63790031 446511.92652058, 525499.22396504 446424.41484067, 526037.51773672 446246.81538273, 526541.10534374 446210.46871384, 526834.10772452 446047.93203156, 527152.97461182 445511.85599457, 527442.45630777 445181.60680066, 527871.05295022 445008.54068981, 528269.33163116 444725.32737761, 528549.32918671 444569.01181288, 528674.95660995 444390.65735463)"
732,Sassakoe Kreek,Suriname,Sassakoe Kreek,,"LineString (525065.05867384 446131.50725309, 525249.47911917 445955.79106027, 525757.45492935 445668.04440097, 525933.07632897 445580.83623737, 526060.68913068 445473.44572774, 526349.1418514 445017.44027962, 526612.96776394 444864.06649661, 526714.90846927 444749.77976127, 526960.18354722 444550.94534897, 527354.00145304 444338.58346736, 527423.20505924 444252.74183307, 527607.25799093 444236.61013611, 528001.75100493 443985.57133289, 528047.94300141 443925.1204999, 528314.59817764 443794.36451351, 528519.21095551 443523.89104442, 528712.91680465 443324.15648789, 528971.32553881 443296.42644107, 529261.89246899 443088.71042458, 529622.98958864 443088.56528064, 529968.57386048 442868.9133602, 530284.99797704 442842.19597566, 530639.57637111 442661.38975386, 530864.76530811 442320.34614926)"
733,Commewijne,Commewijne,Commewijne,,"LineString (612751.41754706 602645.80914909, 612751.41754706 602645.80914909, 612727.6662984 602638.49358062)"
734,Mappane Kreek,Commewijne,Mappane Kreek,,"LineString (612727.6662984 602638.49358062, 612437.24175198 602520.63200705, 612182.3655192 602530.69139049, 612025.29495418 602663.36018338, 611987.08441765 602820.67209742, 611989.56431071 603048.01152986, 611846.68001022 603106.77459241, 611614.196538 603126.89701934, 611348.44150601 603206.08377693, 611194.32453926 603169.54103782, 611091.34670222 603066.18570063, 611128.69704057 602773.44830197, 611054.36121114 602691.54929512, 610882.85487608 602635.35867063, 610585.05782616 602610.81625096, 610343.00132861 602440.55211062, 610115.15331684 602287.46228906, 609725.11208516 601729.3400384, 609539.06786671 601767.19937425, 609327.69360239 602147.97883523, 609121.36858465 602239.48715339, 608867.25184857 602206.03500002, 608580.94429055 601985.02554308, 608432.45772169 601995.3299356, 607939.08112586 601446.68816527, 607672.56210076 601200.23164801, 607394.93924038 601035.79481212, 607090.07127942 601139.28530673, 606823.24507794 601095.1331177, 606739.54128622 600903.45259309, 606777.75182274 600746.14067905, 606951.83791601 600562.18395243, 606944.47530521 600429.86902658, 606512.04405696 600083.79473656, 606240.3728356 599763.09493487, 605816.97790382 599453.44903589)"
735,Vianda Kreek,Commewijne,Vianda Kreek,,"LineString (607090.07127942 601139.28530673, 607065.23757816 601499.94641901, 607133.66987111 601642.99949654, 607123.73565859 601842.71774012, 606881.17732632 602070.61610263, 606621.41837581 602175.69999264, 606332.72430606 602460.82611135, 605887.93970765 602453.06236731, 605505.5913207 602562.45456836, 605157.78931417 603278.57283405, 605034.41225153 603328.00422028, 604816.40083533 603627.26034452, 604705.46600777 603702.70138121, 604239.205106 603817.07700149, 603881.17859907 604010.71927146, 603563.85433827 604089.00588481)"
736,Sarwa Kreek,Commewijne,Sarwa Kreek,,"LineString (605816.97790382 599453.44903589, 605486.44192473 599595.98621394, 605249.17193985 599520.91535724, 604945.64013049 599547.85777785, 604782.91103807 599635.29097751, 604315.49233008 599446.58486054, 603861.89869945 599574.07782407, 603613.98676796 599369.85885931, 603344.48601507 599294.22541246, 603281.37469543 599215.74638896, 603355.88296198 599010.70717208, 603300.90556638 598835.64836261, 603103.21264733 598709.68338529, 602643.9604893 598791.94075559, 602266.69172665 598795.02768126, 601969.53349892 598641.53406007)"
737,Tempati Kreek,Commewijne,Tempati Kreek,,"LineString (612891.20268943 595861.20231624, 613017.80282887 595811.82718901, 613217.46481343 595824.98447833, 613356.12968781 596007.95217579, 613527.2022637 596273.69905131, 613691.43037649 596192.74013475, 613760.23201312 596037.57421975, 613678.64609092 595816.91413345, 613685.49787418 595609.08193886, 613780.87990788 595501.12883908, 613864.6436187 595412.31729356, 614144.47239721 595265.67095923, 614461.29032687 595216.39203708, 614671.07161395 595203.93348904, 614745.12980838 595024.67888656, 614594.77037907 594957.57317686, 614357.44413517 594885.72539696, 614206.74715178 594837.95814807, 614153.92391169 594724.19405681, 614214.52720878 594576.94518627, 614413.83532629 594425.66929977, 614674.04434893 594294.80079535, 614922.22126253 594299.13273949, 615138.22366716 594299.67901668, 615263.85109039 594121.32455844, 615245.1151658 593901.76152293, 615247.81559851 593747.05383653, 615454.35749583 593550.76739285, 615690.61481845 593683.85363195, 615753.09097598 593614.01486363, 615696.97208712 593319.64595354, 615750.67915849 593198.06917937, 615985.85124686 593208.62224106, 616024.96192763 592999.74109821)"
738,Rikanau Kreek,Cottica,Rikanau Kreek,,"LineString (639687.74783136 628551.10622544, 640370.09758648 628217.1176145, 641108.33463779 628036.56006187, 641356.21394337 627873.23575339, 641783.16276143 627609.86723312, 641913.89344205 626954.44114945, 641992.18737555 626717.22742358, 642088.24451744 626570.59740221, 642795.45587316 625951.02629658, 643278.09714106 625637.04495077, 643455.96890127 625420.91371516, 643700.4473602 624528.89275478, 643844.10297394 624241.23498041, 644350.99354988 623830.95514369, 645210.34099029 623546.11764021, 645572.09690515 623323.52393804, 645646.57986594 622196.40346126, 645774.11193919 621816.5785735, 645914.55263261 621620.75035843)"
739,Cottica,Cottica,Patamacca,,"LineString (641604.23452163 622066.99692327, 641277.39715896 621583.33330242, 641215.37473362 621350.11846301, 641181.09600169 621051.29468606, 640995.76908569 621048.05979271, 640713.84241068 621130.18833203, 640398.82979764 620983.18244594, 640196.66657891 620652.0604382, 640154.25575298 620311.18195056, 640238.60202697 620096.64228033, 640481.32913629 619859.07468741, 640431.43136498 619577.71060255, 640104.14026575 619488.17218624, 639939.803295 619298.30826306, 640006.57145061 619167.28729455, 640714.02415536 618718.59551835, 640728.3007167 618547.1635853, 640717.78443193 618457.26272581, 640539.27728454 618089.7480106, 640201.44932809 617838.34659945, 639801.9398508 617314.7177121, 639607.03766127 616936.51884567, 639767.43932472 616428.30534655, 639882.94744544 616275.56672566, 639924.60609482 616105.41876343, 639862.4289572 615881.06738522, 639696.57890133 615685.53494814, 639436.03190644 615512.53001087, 639133.06268723 615507.24166348, 638916.36886148 615361.60067126, 638751.46930058 615203.96751609)"
740,Boven-Cottica,Cottica,Boven-Cottica,,"LineString (638751.46930058 615203.96751609, 638585.56727302 615219.2070162, 638388.69460609 615415.66223692, 638247.77937112 615361.61761147, 637911.26179347 615800.66379037, 637826.22409834 615870.10874559, 637761.57015219 616249.41914573, 637599.74120401 616285.2831166, 637505.63681469 616135.33381335, 637293.70137209 616086.49764317, 637193.82593734 615897.75890029, 637000.89140145 615868.598745, 636895.92002947 615602.39364088, 636664.42109001 615566.11222382, 636518.07236371 615453.93969793, 636413.00478664 615377.95238404, 636386.23114308 615064.75134428, 636182.03581142 614941.89692573, 636009.33988057 614861.50509573, 635956.51664049 614747.74100447, 635928.39278057 614511.89380792)"
741,New Boon Kreek,Cottica,,,"LineString (639924.60609482 616105.41876343, 640226.82193469 616223.13301136, 640455.61228496 616322.23629652, 640678.04453023 616139.12345512, 640865.30422577 615939.27638056)"
742,Ingiroetoe Kreek,Cottica,,,"LineString (640728.3007167 618547.1635853, 640886.06066374 618536.61805285, 641054.63337355 618668.52285264, 641189.77756309 618683.77803846, 641377.78493878 618625.80260212, 641525.41130947 618480.07272498, 641588.56257517 618371.55703506)"
743,Bernard Kreek,Cottica,Bernard Kreek,,"LineString (639939.803295 619298.30826306, 639763.53878587 619306.91876778, 639581.64000969 619384.34518295, 639380.72401385 619258.32394661, 639289.12764709 619334.1025374, 639194.26825747 619596.8195826, 639090.67972775 619620.80390852, 638910.33989103 619424.21253667, 638796.95329993 619270.70260253, 638537.12177744 619195.23793273, 638431.04153812 619177.26600124, 638276.51894171 619348.66797475, 637935.49165006 619307.25067438)"
744,Lee Kreek,Cottica,,,"LineString (659350.70928809 618325.33796126, 659817.84670101 618530.15946223, 660484.42106242 618761.03055972, 660979.76222737 618827.7098304, 661528.02283748 618817.93540212)"
745,Ceder Kreek,Cottica,,,"LineString (657903.63836243 619957.24546999, 657125.84787839 619817.9307932, 656657.41650813 619687.24005864, 656061.74983632 619457.60665947, 655370.34726376 619171.49318427, 655011.37167372 618865.38977318, 654599.29154853 618461.63765484, 654460.85171022 618265.77765018, 654389.08505405 618129.99313876, 654248.54608762 617868.73666756, 654039.31107773 617665.19281098, 653893.41242354 617527.23567069)"
746,Bossoe Kreek,Cottica,Bossoe Kreek,,"LineString (659278.92508736 618004.90314169, 659278.92508736 618004.90314169, 659223.17637851 618058.73904404, 659008.80548531 617964.72353965, 658644.75027099 617764.92540395, 658157.78170331 617296.21104113, 657766.58534121 616911.34168882, 657157.54366417 616339.72459476)"
747,Neger Kreek,Cottica,Ningre of Neger Kreek,,"LineString (666002.72653896 622066.90348034, 665997.39740917 621910.443608, 666379.60065218 621439.9542873, 666357.94657896 620833.45325873, 666316.31156268 620632.83487092, 666487.28709718 620442.37573168, 666957.96882802 620444.14339425, 667319.06594766 620443.99825031, 667645.42427674 620217.56262218, 668161.90419096 620181.44098935, 668545.94034835 619975.35648429, 668457.34934248 619509.54565463, 668372.61657553 619192.1088758, 668532.05001918 618924.07085731)"
748,Wittiwatra Kreek,Cottica,,,"LineString (660174.85385503 613223.14213487, 659958.99209794 613214.53816567, 659882.56652849 613160.00718212, 659710.50575976 613227.93314393, 659467.5409615 613017.35241409, 659233.55846891 613031.00055792, 659079.57399322 612894.5143085, 658791.34547222 612691.20364445, 658607.34879954 612704.11226461, 658493.80974434 612744.04319749, 658379.12919589 612664.66402975, 658313.62237171 612354.01095862, 658129.143001 612025.16091993, 657904.29893825 611792.32807707, 657806.22379198 611500.45087659, 657580.59210301 611312.74110893, 657481.27925842 611091.77159805, 657486.43877483 610611.47689582, 657382.36754707 610293.70256291, 657188.1789999 610151.6784606, 657175.88922891 609932.22794312, 657026.18859482 609642.6736752, 656801.51330911 609400.17160194, 656626.7031688 609071.4903403, 656618.27163673 609000.41387365)"
749,Blakka Watre Kreek,Cottica,,,"LineString (660174.85385503 613223.14213487, 660377.975769 613038.08020098, 660515.27411407 613114.63010502, 660654.3727476 613088.04155145, 660743.58992279 612963.86054965, 660831.56939964 612910.58723745, 660906.20649718 612882.87350359, 660905.90888915 612715.21725097, 661076.50692349 612731.09128595, 661153.90071275 612545.44678889, 661354.23780549 612519.92715661, 661482.54202834 612557.631362, 661664.55332254 612473.75879323, 662066.53777832 612532.36039888, 662329.0134745 612456.34045908, 662402.67785582 612299.6473942, 662363.75958521 612128.0929566, 662329.35834873 611882.46401161, 662331.42361933 611579.43853339, 662373.25104576 611399.62134076, 662547.56217508 611202.77230694, 662534.48477788 611028.44486466, 662263.86616485 610462.73496715, 662225.79177945 610242.83437755, 662213.03562339 609865.39683785, 662159.07089005 609632.32264598, 661999.0821764 609378.05344581, 661792.45139415 609210.01969304, 661667.93283826 609140.14097866, 661621.10567966 609052.27401984, 661680.00489334 608817.94581668, 661601.90336999 608674.72396211, 661555.96004267 608351.51613786, 661664.94943781 608018.11643912, 661378.79434388 607603.66611516, 661268.27696253 607285.77926422, 661194.37855234 606717.05501301, 661226.35165837 606362.96663712, 661495.36971322 606096.84142513, 661468.98988276 605761.07884777)"
