qid;map_id;label_on_map;has_polygon
Q135395231;MAP_1860-79;De Zes Kinderen;false
Q59134081;MAP_1930;Waycoribo;true
Q59134081;MAP_1860-79;Waycoribo;false
Q59132968;MAP_1930;Onobo;true
Q59132968;MAP_1860-79;Onobo;false
Q59115718;MAP_1930;Jacobslust;true
Q59115718;MAP_1860-79;Jacobslust;false
Q59132783;MAP_1930;Mon Sort;true
Q59132783;MAP_1860-79;Mon Sort;false
Q59134081;MAP_1930;Waycoribo;true
Q59134081;MAP_1860-79;Waycoribo;false
Q59133136;MAP_1930;Reijnesberg;true
Q59133136;MAP_1930;Reijnesberg;true
Q59133136;MAP_1860-79;Reijnesberg;false
Q59116847;MAP_1930;L'Aventure;true
Q59116847;MAP_1860-79;L'Aventure;false
Q935545;MAP_1930;Lelydorp;true
Q935545;MAP_1860-79;20;false
Q124823173;MAP_1930;Bram's hoop;true
Q124823173;MAP_1860-79;Bram's hoop;false
Q124831245;MAP_1930;L'Esperance;true
Q124831245;MAP_1860-79;L'Esperance;false
Q137732483;MAP_1930;Aan Bramshoop;true
Q137732483;MAP_1860-79;Aan Bramshoop;false
Q59134140;MAP_1930;Willemsburg;true
Q59134140;MAP_1860-79;Willemsburg;false
Q131413929;MAP_1930;La Discorde;true
Q131413929;MAP_1860-79;La Discorde;false
Q124825046;MAP_1930;Concordia;true
Q124825046;MAP_1860-79;Concordia;false
Q59119432;MAP_1930;Mocha;true
Q59119432;MAP_1860-79;Mocha;false
Q59132974;MAP_1930;Aan Onverdacht;true
Q59132974;MAP_1860-79;Aan Onverdacht;false
Q2273968;MAP_1930;Aan Onoribo;true
Q2273968;MAP_1860-79;Aan Onoribo;false
Q124831719;MAP_1930;Ongelegen;true
Q124831719;MAP_1860-79;Ongelegen;false
Q131414102;MAP_1930;Frederiksburg;true
Q131414102;MAP_1860-79;Frederiksburg;false
Q59134111;MAP_1930;Wijnbergslust;true
Q59134111;MAP_1860-79;Wijnbergslust;false
Q59133016;MAP_1930;Aan Osemibo;true
Q59133016;MAP_1860-79;Aan Osemibo;false
Q124831295;MAP_1930;Libanon;true
Q124831295;MAP_1860-79;Libanon;false
Q59115662;MAP_1930;Guldenvlies;true
Q59115662;MAP_1860-79;Guldenvlies;false
Q124831721;MAP_1930;Aan Onoribo;true
Q124831721;MAP_1860-79;Aan Onoribo;false
Q124830729;MAP_1930;Aan Guldenvlies;true
Q124830729;MAP_1860-79;Aan Guldenvlies;false
Q59133016;MAP_1930;Aan Osemibo;true
Q59133016;MAP_1860-79;Aan Osemibo;false
Q137429768;MAP_1930;Aan Onoribo;true
Q137429768;MAP_1860-79;Aan Onoribo;false
Q59132975;MAP_1930;Aan Onverdacht;true
Q59132975;MAP_1860-79;Aan Onverdacht;false
Q124831721;MAP_1930;Aan Onoribo;true
Q124831721;MAP_1860-79;Aan Onoribo;false
Q59132974;MAP_1930;Aan Onverdacht;true
Q59132974;MAP_1860-79;Aan Onverdracht;false
Q124832252;MAP_1930;Welgedacht;true
Q124832252;MAP_1860-79;Welgedacht;false
Q59115505;MAP_1930;De Watering;true
Q59115505;MAP_1860-79;De Watering;false
Q59132970;MAP_1930;Aan Onoribo;true
Q59132970;MAP_1860-79;Aan Onoribo;false
Q59133016;MAP_1930;Aan Osemibo;true
Q59133016;MAP_1860-79;Aan Osemibo;false
Q124831719;MAP_1930;Aan Ongelegen;true
Q124831719;MAP_1860-79;Aan Ongelegen;false
Q124831719;MAP_1930;Aan Ongelegen;true
Q124831719;MAP_1860-79;Aan Ongelegen;false
Q124831720;MAP_1930;Onoribo;true
Q124831720;MAP_1860-79;Onoribo;false
Q59132975;MAP_1930;Aan Onverdacht;true
Q59132975;MAP_1860-79;Aan Onverdacht;false
Q59116957;MAP_1930;Aan Libanon;true
Q59116957;MAP_1860-79;Aan Libanon;false
Q137429846;MAP_1930;Aan Onoribo;true
Q137429846;MAP_1860-79;Aan Onoribo;false
Q135395252;MAP_1930;Matille;true
Q135395252;MAP_1860-79;Matille;false
Q59118028;MAP_1930;Mijn Hulp;true
Q59118028;MAP_1860-79;Mijn Hulp;false
Q131415328;MAP_1930;Aan Frederiksburg;true
Q131415328;MAP_1860-79;Aan Frederiksburg;false
Q59132915;MAP_1930;De Nieuwe Star;true
Q59132915;MAP_1860-79;De Nieuwe Star;false
Q124832254;MAP_1930;Welbedacht;true
Q124832254;MAP_1860-79;Welbedacht;false
Q59115475;MAP_1930;Nieuwe Hoop;true
Q59115475;MAP_1860-79;Nieuwe Hoop;false
Q124832083;MAP_1930;Tulpenburg;true
Q124832083;MAP_1860-79;Tulpenburg;false
Q124830445;MAP_1930;De Drie Gebroeders;true
Q124830445;MAP_1860-79;De Drie Gebroeders;false
Q33181177;MAP_1930;De drie gebroeders;true
Q33181177;MAP_1860-79;De Guinesche Vriendschap;false
Q59134210;MAP_1930;Zeldenrust;true
Q59134210;MAP_1860-79;Zeldenrust;false
Q59133011;MAP_1930;Oranjestein;true
Q59133011;MAP_1860-79;Oranjestein;false
Q59116912;MAP_1930;La Vigilantie;true
Q59116912;MAP_1860-79;La Vigilantie;false
Q59116814;MAP_1860-79;Klein Cura�ao;false
Q59133091;MAP_1860-79;Porto Bello;false
Q25703530;MAP_1930;Accaribo;true
Q25703530;MAP_1860-79;Accaribo;false
Q59133839;MAP_1930;Smalkalden;true
Q59133839;MAP_1860-79;Smalkalden;false
Q1757289;MAP_1930;Kwatta;true
Q1757289;MAP_1860-79;Kwatta;false
Q59115596;MAP_1930;Fridericisgift;true
Q59115596;MAP_1860-79;Fridericisgift;false
Q59133267;MAP_1930;Sara Maria;true
Q59133267;MAP_1860-79;Sara Maria;false
Q124827875;MAP_1930;Eendracht;true
Q124827875;MAP_1860-79;Eendracht;false
Q59115469;MAP_1930;De Morgenster;true
Q59115469;MAP_1860-79;De Morgenster;false
Q59133965;MAP_1930;Tyrol;true
Q59133965;MAP_1860-79;Tyrol;false
Q59115684;MAP_1930;Hermitage;true
Q59115684;MAP_1860-79;Hermitage;false
Q124832259;MAP_1930;Zorg en Hoop;true
Q124832259;MAP_1860-79;Zorg en Hoop;false
Q2490145;MAP_1930;Flora;true
Q2490145;MAP_1860-79;Flora;false
Q135395727;MAP_1930;Duisburg;true
Q135395250;MAP_1930;Maria's lust en toevlugt;true
Q135395250;MAP_1860-79;Maria's lust en toevlugt;false
Q59132944;MAP_1930;Oldenburg;true
Q59132944;MAP_1860-79;Oldenburg;false
Q124824456;MAP_1930;Cayenne Industrie;true
Q124824456;MAP_1860-79;Cayenne;false
Q59133200;MAP_1930;Rosina;true
Q59133200;MAP_1860-79;Rosina;false
Q59133979;MAP_1930;Vaderszorg;true
Q59133979;MAP_1860-79;Vaderszorg;false
Q59132805;MAP_1930;Mon Divertissement;true
Q59132805;MAP_1860-79;Mon Divertissement;false
Q135395255;MAP_1930;Maton's hoop;true
Q135395255;MAP_1860-79;Maton's hoop;false
Q124832258;MAP_1930;Wilhelmina's burg;true
Q124832258;MAP_1860-79;v. Engel;false
Q59133065;MAP_1930;Peu et Content;true
Q59133065;MAP_1860-79;Peu et Content;false
Q59115514;MAP_1930;Dijkveld;true
Q59115514;MAP_1860-79;Dijkveld;false
Q59133947;MAP_1930;Nieuwgrond;true
Q59133947;MAP_1860-79;1;false
Q124832563;MAP_1930;Welgedacht;true
Q124832563;MAP_1860-79;3;false
Q59115683;MAP_1930;Helena Christina;true
Q59115683;MAP_1860-79;6;false
Q59115117;MAP_1930;Abigael's lust;true
Q59115117;MAP_1860-79;Abigael's lust;false
Q135395239;MAP_1930;Hanna's lust;true
Q59115202;MAP_1930;Beekhuizen;true
Q59115202;MAP_1860-79;Beekhuizen;false
Q59116975;MAP_1930;Livorno;true
Q59116975;MAP_1860-79;Livorno;false
Q59116805;MAP_1930;Kinderdeel;true
Q59116805;MAP_1860-79;Kinderdeel;false
Q59115594;MAP_1930;Frederikshoop;true
Q59115594;MAP_1860-79;Frederikshoop;false
Q59115498;MAP_1930;De Vier Kinderen;true
Q59115498;MAP_1860-79;De Vier Kinderen;false
Q106111222;MAP_1930;Magenta;true
Q106111222;MAP_1860-79;Magenta;false
Q59115489;MAP_1930;De Goede Verwachting;true
Q59115489;MAP_1860-79;De Goede Verwachting;false
Q59115556;MAP_1930;Ephraim's Zegen;true
Q59115556;MAP_1860-79;Ephraim's Zegen;false
Q59132894;MAP_1930;Nieuw weergevonden;true
Q59132894;MAP_1860-79;Nieuw weergevonden;false
Q59132896;MAP_1930;Nieuwzorg;true
Q59132896;MAP_1860-79;Nieuwzorg;false
Q59156173;MAP_1930;Altona;true
Q59156173;MAP_1860-79;Altona;false
Q2184109;MAP_1930;Boxel;true
Q2184109;MAP_1860-79;Boxel;false
Q59115517;MAP_1930;Domburg;true
Q59115517;MAP_1860-79;Domburg;false
Q59116859;MAP_1930;La bonne amitie;true
Q59116859;MAP_1860-79;La bonne amitie;false
Q59134025;MAP_1930;Vredenburg;true
Q59134025;MAP_1860-79;Vredenburg;false
Q59116901;MAP_1930;La Ressource;true
Q59116901;MAP_1860-79;La Ressource;false
Q59133012;MAP_1930;Ornamibo;true
Q59133012;MAP_1860-79;Ornamibo;false
Q59133948;MAP_1930;Tout lui faut;true
Q59133948;MAP_1860-79;Tout lui faut;false
Q59115705;MAP_1930;Houttuin;true
Q59115705;MAP_1860-79;Houttuin;false
Q59115229;MAP_1930;Bergershoop;true
Q59115229;MAP_1860-79;12;false
Q59119413;MAP_1930;Mijnzorg;true
Q59119413;MAP_1860-79;10;false
Q124823173;MAP_1930;Brams hoop;true
Q124823173;MAP_1860-79;11;false
Q124831607;MAP_1930;Monplaisir;true
Q124831607;MAP_1860-79;1;false
Q124832081;MAP_1930;Toevlugt;true
Q124832081;MAP_1860-79;Toevlugt;false
Q59115370;MAP_1930;Carracas;true
Q59115370;MAP_1860-79;Carracat;false
Q135395666;MAP_1930;Amsterdam;true
Q135395666;MAP_1860-79;Amsterdam;false
Q59134068;MAP_1930;Watervliet;true
Q59134068;MAP_1860-79;Watervliet;false
Q59132811;MAP_1930;Nahamoe;true
Q59132811;MAP_1860-79;Nahamoe;false
Q59116821;MAP_1930;Klein Perou;true
Q59116821;MAP_1860-79;Klein Perou;false
Q59115233;MAP_1930;Berceba;true
Q59115233;MAP_1860-79;Berceba;false
Q59133969;MAP_1930;Urbanica;true
Q59133969;MAP_1860-79;Urbanica;false
Q59116903;MAP_1930;La Simplicite;true
Q59116903;MAP_1860-79;La Simplicite;false
Q59133030;MAP_1930;Overbrug;true
Q59133030;MAP_1860-79;Overbrug;false
Q59115231;MAP_1930;Aan Berlijn;true
Q59115231;MAP_1860-79;Aan Berlijn;false
Q59116963;MAP_1930;Liefdenshoek;true
Q59116963;MAP_1860-79;Liefdenshoek;false
Q59134233;MAP_1930;Zorg en rust;true
Q59134233;MAP_1860-79;Zorg en rust;false
Q59115452;MAP_1930;De Goede Hoop;true
Q59115452;MAP_1860-79;De Goede Hoop;false
Q59133132;MAP_1930;Retiro;true
Q59133132;MAP_1860-79;Retiro;false
Q59115382;MAP_1930;Charprende;true
Q59115382;MAP_1860-79;Charprende;false
Q135395225;MAP_1930;Chocolat;true
Q124831914;MAP_1930;Sara's lust;true
Q124831914;MAP_1860-79;Sara's lust;false
Q59115715;MAP_1930;Inveja;true
Q59115703;MAP_1930;Horeb;true
Q59115703;MAP_1860-79;Horeb;false
Q124830989;MAP_1930;La Diligence;true
Q124830989;MAP_1860-79;La Diligence;false
Q59133113;MAP_1930;Quamabo;true
Q59133113;MAP_1860-79;Quamabo;false
Q59132821;MAP_1930;Namrek;true
Q59132821;MAP_1860-79;Namrek;false
Q135395223;MAP_1930;Carolina's hoop;true
Q59115181;MAP_1930;Ayo;true
Q59115181;MAP_1860-79;Ayo;false
Q124831244;MAP_1930;L'Esperance;true
Q124831244;MAP_1860-79;L'Esperance;false
Q59115245;MAP_1930;Aan Bigrar;true
Q59115245;MAP_1860-79;Aan Bigrar;false
Q59133103;MAP_1930;Praag;true
Q59133103;MAP_1860-79;Praag;false
Q59115245;MAP_1930;Aan Bigrar;true
Q59115245;MAP_1860-79;Aan Bigrar;false
Q59115246;MAP_1930;Bigrar;true
Q59115632;MAP_1930;De goede Vrede Cie;true
Q59115632;MAP_1860-79;De goede Vrede Cie;false
Q59133884;MAP_1930;Staf Arons;true
Q59133884;MAP_1860-79;Staf Arons;false
Q59115586;MAP_1930;Florentia;true
Q59115586;MAP_1860-79;Florentia;false
Q59133066;MAP_1930;Phedra;true
Q59133066;MAP_1860-79;Phedra;false
Q135395235;MAP_1930;Gehar;true
Q135395235;MAP_1860-79;Gehar;false
Q59115427;MAP_1930;Dothen;true
Q59115427;MAP_1860-79;Dothen;false
Q59133125;MAP_1930;Rama;true
Q59133125;MAP_1860-79;Rama;false
Q59115178;MAP_1930;Mirico;true
Q59115178;MAP_1860-79;Aan Auca;false
Q59134173;MAP_1930;Worsteling Jacobs;true
Q59134173;MAP_1860-79;Worsteling Jacobs;false
Q59132804;MAP_1930;Moria;true
Q59132804;MAP_1860-79;Moria;false
Q59134072;MAP_1930;Wayamoe;true
Q59134072;MAP_1860-79;Wayamoe;false
Q59115423;MAP_1930;Curacao;true
Q59115423;MAP_1860-79;Curacao;false
Q59115270;MAP_1930;Bloemendal;true
Q59115270;MAP_1860-79;Bloemendal;false
Q59115234;MAP_1930;Bethel;true
Q59115234;MAP_1860-79;Bethel;false
Q135395576;MAP_1930;Aan de Goede Toevlugt;true
Q135395576;MAP_1860-79;Aan de Goede Toevlugt;false
Q124831241;MAP_1930;La Revolution;true
Q124831241;MAP_1860-79;La Revolution;false
Q59133917;MAP_1930;Temeraire;true
Q59133917;MAP_1860-79;Temeraire;false
Q59116911;MAP_1930;Berg Sinai;true
Q59116911;MAP_1860-79;Berg Sinai;false
Q124819566;MAP_1930;Aan Berg Sinai;true
Q124819566;MAP_1860-79;Aan Berg Sinai;false
Q124831294;MAP_1930;Libanon;true
Q124831294;MAP_1860-79;Libanon;false
Q59132919;MAP_1930;Nijd en Spijt;true
Q59132919;MAP_1860-79;Nijd en Spijt;false
Q130535969;MAP_1930;Maastricht;true
Q59133136;MAP_1930;Reijnesberg;true
Q59134009;MAP_1930;Voorgrond;true
Q59134009;MAP_1860-79;Voorgrond;false
Q59116978;MAP_1930;Loefbeek;true
Q59116978;MAP_1860-79;Loefbeek;false
Q59115723;MAP_1930;Jagersburg;true
Q59115723;MAP_1860-79;Jagersburg;false
Q59115674;MAP_1930;Hanover;true
Q59115674;MAP_1860-79;Hanover;false
Q59118001;MAP_1930;Mawakkabo;true
Q59118001;MAP_1860-79;Mawakkabo;false
Q59115413;MAP_1930;Corpinabo;true
Q59115413;MAP_1860-79;Corpinabo;false
Q59115293;MAP_1930;La Bonne Aventure;true
Q59115293;MAP_1860-79;La Bonne Aventure;false
Q59115601;MAP_1930;Gage d'Amour;true
Q59115601;MAP_1860-79;Gage d'Amour;false
Q135395256;MAP_1930;Mattewaribo;true
Q135395256;MAP_1860-79;Mattewaribo;false
Q59133031;MAP_1930;Overtoom en Vreeland;true
Q59133031;MAP_1860-79;Overtoom;false
Q59116843;MAP_1930;Kweeklust;true
Q59116843;MAP_1860-79;Kweeklust;false
Q59116867;MAP_1930;La Diligence;true
Q59116867;MAP_1860-79;La Diligence;false
Q59133936;MAP_1930;Topibo;true
Q59133936;MAP_1860-79;Topibo;false
Q59115504;MAP_1930;De Vrijheid;true
Q59115504;MAP_1860-79;De Vrijheid;false
Q135395208;MAP_1930;Aan Loefbeek;true
Q135395208;MAP_1860-79;Aan Loefbeek;false
Q124832147;MAP_1930;Vreeland;true
Q124832147;MAP_1860-79;Vreeland;false
Q59133981;MAP_1930;Falkenburg;true
Q59133981;MAP_1860-79;Falkenburg;false
Q59118030;MAP_1930;Mijn Hoop;true
Q59118030;MAP_1860-79;Mijn Hoop;false
Q130535950;MAP_1930;Celle;true
Q130535950;MAP_1860-79;Celle;false
Q124832140;MAP_1930;De Vier Kinderen;true
Q124832140;MAP_1860-79;De Vier Kinderen;false
Q124799317;MAP_1930;Gloria;true
Q124799317;MAP_1860-79;Gloria;false
Q59116872;MAP_1930;La Liberte;true
Q59116872;MAP_1860-79;La Liberte;false
Q59133919;MAP_1930;Tampoea;true
Q59133919;MAP_1860-79;Tampoea;false
Q135395268;MAP_1930;Vellerskamp;true
Q135395268;MAP_1860-79;Vellerskamp;false
Q59116889;MAP_1930;La Prosperit�;true
Q59116889;MAP_1860-79;La Prosperit�;false
Q59115194;MAP_1930;Beaulieu;true
Q59115194;MAP_1860-79;Beaulieu;false
Q2711983;MAP_1930;Welgelegen;true
Q2711983;MAP_1860-79;Welgelegen;false
Q59115473;MAP_1930;De Nieuwe Hoop;true
Q59115473;MAP_1860-79;De Nieuwe Hoop;false
Q59133991;MAP_1930;Aan de Vier Kinderen;true
Q59133991;MAP_1860-79;Aan de Vier Kinderen;false
Q59133991;MAP_1930;Aan De Vier Kinderen;true
Q59133991;MAP_1860-79;Aan De Vier Kinderen;false
Q135395224;MAP_1930;Charlottenburg;true
Q135395224;MAP_1860-79;Charlottenburg;false
Q59115200;MAP_1930;Nieuw Door;true
Q59115200;MAP_1860-79;Nieuw Door;false
Q59134216;MAP_1930;Zonderzorg;true
Q59134216;MAP_1860-79;Zonderzorg;false
Q59115417;MAP_1930;Crevecoeur;true
Q59115417;MAP_1860-79;Crevecoeur;false
Q59133107;MAP_1930;Aan Prosperite;true
Q59133107;MAP_1860-79;Aan Prosperite;false
Q59133991;MAP_1930;Aan De Vier Kinderen;true
Q59133991;MAP_1860-79;Aan De Vier Kinderen;false
Q135395251;MAP_1930;Marinella;true
Q135395251;MAP_1860-79;Marinella;false
Q59115714;MAP_1930;Indigoveld;true
Q59115714;MAP_1860-79;Indigoveld;false
Q59134051;MAP_1930;De Waakzaamheid;true
Q59134051;MAP_1860-79;De Waakzaamheid;false
Q59132806;MAP_1930;Munchenstein;true
Q59132806;MAP_1860-79;Munchenstein;false
Q59133010;MAP_1930;Oranje;true
Q59133010;MAP_1860-79;Oranje;false
Q59133010;MAP_1930;Oranje;true
Q59115536;MAP_1930;Aan de Eendragt;true
Q59115536;MAP_1860-79;Aan de Eendragt;false
Q59142787;MAP_1930;Berlijn;true
Q59142787;MAP_1860-79;Berlijn;false
Q59115231;MAP_1930;Aan Berlijn;true
Q59115231;MAP_1860-79;Aan Berlijn;false
Q135395232;MAP_1930;Drie Zwitsers grond;true
Q135395232;MAP_1860-79;Drie Zwitsers grond;false
Q59134249;MAP_1930;Zwitsersgrond;true
Q59134249;MAP_1860-79;Zwitsersgrond;false
Q59116942;MAP_1930;Leeuwenberg;true
Q59116942;MAP_1860-79;Leeuwenberg;false
Q59115538;MAP_1930;De Eendragt Kompas;true
Q59115538;MAP_1860-79;De Eendragt Kompas;false
Q124830360;MAP_1930;De Vrede;true
Q124830360;MAP_1860-79;De Vrede;false
Q135395697;MAP_1930;Bethel;true
Q135395697;MAP_1860-79;Bethel;false
Q111904390;MAP_1930;Palestina;true
Q111904390;MAP_1860-79;Palestina;false
Q125144386;MAP_1930;Bethanie;true
Q125144386;MAP_1860-79;Bethanie;false
Q59119458;MAP_1930;Moy;true
Q59119458;MAP_1860-79;Moy;false
Q59115675;MAP_1930;Hague;true
Q59115675;MAP_1860-79;Hague;false
Q125087711;MAP_1930;Welgelegen;true
Q125087711;MAP_1860-79;Welgelegen;false
Q59115673;MAP_1930;Hamilton;true
Q59115673;MAP_1860-79;Hamilton;false
Q59117998;MAP_1930;Mary's Hope;true
Q59117998;MAP_1860-79;Mary's Hope;false
Q59115217;MAP_1930;Bellevue;true
Q59115217;MAP_1860-79;Bellevue;false
Q59115358;MAP_1930;Cardross Park;true
Q59115358;MAP_1860-79;Cardross Park;false
Q59133062;MAP_1930;Perseverance;true
Q59133062;MAP_1860-79;Perseverance;false
Q59115692;MAP_1930;Hildesheim;true
Q59115692;MAP_1860-79;Hildesheim;false
Q135395621;MAP_1930;Rothershide;true
Q135395621;MAP_1860-79;Rothershide;false
Q59116979;MAP_1930;Londondery;true
Q59116979;MAP_1860-79;Londondery;false
Q59115620;MAP_1930;Glocester;true
Q59115620;MAP_1860-79;Glocester;false
Q59115702;MAP_1930;Hope;true
Q59115702;MAP_1860-79;Hope;false
Q59115588;MAP_1930;Forgue;true
Q59115588;MAP_1860-79;Forgue;false
Q59133158;MAP_1930;Rhijnie;true
Q59133158;MAP_1860-79;Rhijnie;false
Q59116932;MAP_1930;Leadshall;true
Q59116932;MAP_1860-79;Leadshall;false
Q59133108;MAP_1930;Providence;true
Q59133108;MAP_1860-79;Providence;false
Q59134180;MAP_1930;Sealand;true
Q59134180;MAP_1860-79;Sealand;false
Q28150537;MAP_1930;Diamond;true
Q28150537;MAP_1860-79;Diamond;false
Q135395273;MAP_1860-79;Pearl;false
Q59133968;MAP_1930;Union;true
Q59133968;MAP_1860-79;Union;false
Q59134053;MAP_1930;Waldeck;true
Q59134053;MAP_1860-79;Waldeck;false
Q21000083;MAP_1930;Margarethenburg;true
Q21000083;MAP_1860-79;Margarethenburg;false
Q135395247;MAP_1930;Lot 11;true
Q135395247;MAP_1860-79;Lot 11;false
Q49630506;MAP_1930;Van Drimmelenpolder;true
Q135395228;MAP_1930;Corantijnpolder;true
Q28657049;MAP_1930;Botanybay;true
Q28657049;MAP_1860-79;Botanyday;false
Q59115617;MAP_1930;Glensander;true
Q59115617;MAP_1860-79;Glensander;false
Q28656929;MAP_1930;Huntley;true
Q28656929;MAP_1860-79;Huntley;false
Q20967226;MAP_1930;Crappa hoek;true
Q20967226;MAP_1860-79;Crappa hoek;false
Q59116999;MAP_1930;Gloria;true
Q59116999;MAP_1860-79;Gloria;false
Q59134054;MAP_1930;Waltonhall;true
Q59134054;MAP_1860-79;Waltonhall;false
Q59115338;MAP_1930;Bucklebury;true
Q59115338;MAP_1860-79;Bucklebury;false
Q135395624;MAP_1930;Sawmillkreekpolder;true
Q135395624;MAP_1860-79;Sawmillkreekpolder;false
Q135395221;MAP_1930;Boonackerpolder;true
Q135395221;MAP_1860-79;Boonackerpolder;false
Q5646176;MAP_1930;Hamptoncourtpolder;true
Q5646176;MAP_1860-79;Hamptoncourtpolder;false
Q20979831;MAP_1930;Longway;true
Q20979831;MAP_1860-79;Longway;false
Q21000095;MAP_1930;Plaisance;true
Q21000095;MAP_1860-79;Plaisance;false
Q21000089;MAP_1930;Paradise;true
Q21000089;MAP_1860-79;Paradise;false
Q135395770;MAP_1930;Phoenix;true
Q135395770;MAP_1860-79;Phoenix;false
Q124832148;MAP_1930;Waterloo;true
Q124832148;MAP_1860-79;Waterloo;false
Q28150367;MAP_1930;Nursery;true
Q28150367;MAP_1860-79;Nursery;false
Q124830732;MAP_1930;Hazard;true
Q124830732;MAP_1860-79;Hazard;false
Q59115747;MAP_1930;John;true
Q59115747;MAP_1860-79;John;false
Q59115189;MAP_1930;Bantaskine;true
Q59115189;MAP_1860-79;Bantaskine;false
Q59115600;MAP_1930;Friendship;true
Q59115600;MAP_1860-79;Friendship;false
Q59133938;MAP_1930;Todness;true
Q59133938;MAP_1860-79;Todness;false
Q59115396;MAP_1930;Clyde;true
Q59115396;MAP_1860-79;Clyde;false
Q59132942;MAP_1930;Novar;true
Q59132942;MAP_1860-79;Novar;false
Q1757548;MAP_1930;Johanna Maria;true
Q1757548;MAP_1860-79;Johanna Maria;false
Q59115216;MAP_1930;Belladrum;true
Q59115216;MAP_1860-79;Belladrum;false
Q124830844;MAP_1930;Hope;true
Q124830844;MAP_1860-79;Hope;false
Q59133034;MAP_1860-79;Oxford;false
Q59133279;MAP_1930;Sarah;true
Q59133279;MAP_1860-79;Sarah;false
Q59116940;MAP_1930;Leasowes;true
Q59116940;MAP_1860-79;Leasowes;false
Q59133100;MAP_1930;Pot;true
Q59133100;MAP_1860-79;Pot;false
Q59133034;MAP_1930;Oxford;true
Q59133034;MAP_1860-79;Oxford;false
Q59115340;MAP_1930;Burnside;true
Q59115340;MAP_1860-79;Burnside;false
Q59115250;MAP_1860-79;Bijgeval;false
Q59115250;MAP_1860-79;Bijgeval;false
Q59115543;MAP_1860-79;Eigenrust;false
Q59115735;MAP_1930;Johanna Catharina;true
Q59115735;MAP_1860-79;Johanna Catharina;false
Q104186199;MAP_1930;Curacao;true
Q104186199;MAP_1860-79;Curacao;false
Q59132849;MAP_1930;Nieuw Libanon;true
Q59132849;MAP_1860-79;Nieuw Libanon;false
Q59115163;MAP_1930;Antigoa;true
Q59115163;MAP_1860-79;Antigoa;false
Q135395246;MAP_1930;La Resolution;true
Q135395246;MAP_1860-79;La Resolution;false
Q59115369;MAP_1930;Carolina;true
Q59115369;MAP_1860-79;Carolina;false
Q59115431;MAP_1930;Dankbaarheid;true
Q59115431;MAP_1860-79;Dankbaarheid;false
Q135395783;MAP_1930;Voorburg;true
Q135395783;MAP_1860-79;Voorburg;false
Q59115719;MAP_1930;Jacob's lust;true
Q59115719;MAP_1860-79;Jacob's lust;false
Q124831565;MAP_1930;Maria's lust;true
Q124831565;MAP_1860-79;Maria's lust;false
Q124831608;MAP_1930;Mon Plaisir;true
Q124831608;MAP_1860-79;Mon Plaisir;false
Q59134217;MAP_1930;Zonhoop;true
Q59134217;MAP_1860-79;Zonhoop;false
Q59115433;MAP_1930;Daphina's zorg;true
Q59115433;MAP_1860-79;Daphnina's zorg;false
Q59115633;MAP_1930;Good Intent;true
Q59115633;MAP_1860-79;Good Intent;false
Q59115440;MAP_1930;De Dankbaarheid;true
Q59115440;MAP_1860-79;De Dankbaarheid;false
Q59116888;MAP_1930;La Prevoyance;true
Q59116888;MAP_1860-79;La Prevayance;false
Q59115314;MAP_1930;Broederschap;true
Q59115314;MAP_1860-79;Broederschap;false
Q59115665;MAP_1930;Haarlem;true
Q59115665;MAP_1860-79;Haarlem;false
Q59133269;MAP_1930;Sara's lust;true
Q59133269;MAP_1860-79;Sara's lust;false
Q59134146;MAP_1930;Windsor forest;true
Q59134146;MAP_1860-79;Windsor forest;false
Q124831293;MAP_1930;Libanon;true
Q124831293;MAP_1860-79;Libanon;false
Q124830243;MAP_1930;Nieuwe Hoop;true
Q124830243;MAP_1860-79;De Nieuwe Hoop;false
Q59134116;MAP_1930;Wilhelmina Catharina Frederica;true
Q59134116;MAP_1860-79;Wilhelmina Catharina Frederica;false
Q124831790;MAP_1930;Pietersburg;true
Q124831790;MAP_1860-79;Pietersburg;false
Q59115708;MAP_1930;Huwelijkszorg;true
Q59115708;MAP_1860-79;Huwelijkszorg;false
Q59115449;MAP_1930;De goede verwachting;true
Q59115449;MAP_1860-79;De goede verwachting;false
Q135395222;MAP_1930;Cabenda's hoop;true
Q135395222;MAP_1860-79;Cabenda's hoop;false
Q59116898;MAP_1930;La Rencontre;true
Q59116898;MAP_1860-79;La Rencontre;false
Q124812970;MAP_1930;Adrichem;true
Q124812970;MAP_1860-79;Adrichem;false
Q59134059;MAP_1930;Waterland;true
Q59134059;MAP_1860-79;Waterland;false
Q59133871;MAP_1930;St. Eustatius;true
Q59133871;MAP_1860-79;St. Eustatius;false
Q59115176;MAP_1930;Augustusberg;true
Q59115176;MAP_1860-79;Augustusberg;false
Q59132873;MAP_1930;Nieuw Weergevonden;true
Q59132873;MAP_1860-79;Nieuw Weergevonden;false
Q59133868;MAP_1930;St. Barbara;true
Q59133868;MAP_1860-79;St. Barbara;false
Q59133045;MAP_1930;Pancabo;true
Q59133045;MAP_1860-79;Pancabo;false
Q135395259;MAP_1930;Oud Kroonenburg;true
Q135395259;MAP_1860-79;Oud Kroonenburg;false
Q59115634;MAP_1930;Goosen;true
Q59115634;MAP_1860-79;Goosen;false
Q124824453;MAP_1930;Carthago;true
Q124824453;MAP_1860-79;Carthago;false
Q59133093;MAP_1930;Portorico;true
