qid;map_id;label_on_map;has_polygon
Q124831293;MAP_1860-79;Libanon;false
Q124831293;MAP_1930;Libanon;true
Q124831293;MAP_1860-79;Libanon;false
Q135395234;MAP_1930;Ernesborn;true
Q135395234;MAP_1860-79;Ernesborn;false
Q135395234;MAP_1930;Ernesborn;true
Q135395234;MAP_1860-79;Ernesborn;false
Q59115651;MAP_1930;Groningerland;true
Q59115651;MAP_1860-79;Groningerland;false
Q59134116;MAP_1930;Wilhelmina Catharina Frederica;true
Q59134116;MAP_1860-79;Wilhelmina Catharina Frederica;false
Q59134116;MAP_1930;Wilhelmina Catharina Frederica;true
Q59134116;MAP_1860-79;Wilhelmina Catharina Frederica;false
Q59134146;MAP_1930;Windsor forest;true
Q59134146;MAP_1860-79;Windsor forest;false
Q124808585;MAP_1930;Onverwacht;true
Q135395727;MAP_1930;Duisburg;true
Q135395727;MAP_1860-79;Duisburg;false
Q135395727;MAP_1930;Duisburg;true
Q124808585;MAP_1930;Onverwacht;true
Q59116905;MAP_1930;La Solitude;true
Q59116905;MAP_1860-79;La Solitude;false
Q135395272;MAP_1860-79;Industrie;false
Q124808585;MAP_1930;Onverwacht;true
Q124808585;MAP_1860-79;Onverwacht;false
Q59133845;MAP_1930;La Sonnette;true
Q59133845;MAP_1860-79;La Sonnette;false
Q59115497;MAP_1930;De Vier Hendrikken;true
Q59115497;MAP_1860-79;De Vier Hendrikken;false
Q59115136;MAP_1930;Albion;true
Q59115136;MAP_1860-79;Albion;false
Q59116900;MAP_1930;La Resource;true
Q59116900;MAP_1860-79;La Ressource;false
Q135395783;MAP_1930;Voorburg;true
Q135395783;MAP_1860-79;Voorburg;false
Q59115719;MAP_1930;Jacob's lust;true
Q59115719;MAP_1860-79;Jacob's lust;false
Q59115163;MAP_1930;Antigoa;true
Q59115163;MAP_1860-79;Antigoa;false
Q59133845;MAP_1930;La Sonnette;true
Q59133845;MAP_1860-79;La Sonnette;false
Q59115566;MAP_1930;Esther's rust;true
Q59115566;MAP_1860-79;Esther's rust;false
Q59115566;MAP_1930;Esther's rust;true
Q59115566;MAP_1860-79;Esther's rust;false
Q124831565;MAP_1930;Maria's lust en la Solitude;true
Q124831565;MAP_1860-79;Maria's lust;false
Q135395255;MAP_1930;Maton's hoop;true
Q135395255;MAP_1860-79;Maton's hoop;false
Q59133029;MAP_1930;Vriendsbeleid en Ouderzorg;true
Q59133029;MAP_1860-79;Vriendsbeleid en Ouderzorg;false
Q59115701;MAP_1930;Hoopwijk;true
Q59115701;MAP_1860-79;Hoopwijk;false
Q124831918;MAP_1930;Sinabo;true
Q124831918;MAP_1860-79;Sinabo;false
Q2042290;MAP_1930;Marienbosch;true
Q2042290;MAP_1860-79;Marienbosch;false
Q124830445;MAP_1930;De drie gebroeders;true
Q124830445;MAP_1860-79;De drie gebroeders;false
Q135395229;MAP_1930;De drie gebroeders;true
Q135395229;MAP_1860-79;De drie gebroeders;false
Q59115419;MAP_1930;Krommenie;true
Q59115419;MAP_1860-79;Krommenie;false
Q2121376;MAP_1930;Jagtlust;true
Q2121376;MAP_1860-79;Jagtlust;false
Q124832563;MAP_1930;Welgedacht;true
Q124832563;MAP_1860-79;2;false
Q2490145;MAP_1930;Flora;true
Q2490145;MAP_1860-79;Flora;false
Q124823173;MAP_1860-79;Bram's hoop;false
Q59132806;MAP_1930;Munchenstein;true
Q59132806;MAP_1860-79;Munchenstein;false
Q59132806;MAP_1930;Munchenstein;true
Q59132806;MAP_1860-79;Munchenstein;false
Q59133010;MAP_1930;Oranje;true
Q59133010;MAP_1860-79;Oranje;false
Q59115246;MAP_1930;Bigrar;true
Q59115246;MAP_1860-79;Bigrar;false
Q59115231;MAP_1930;Aan Berlijn;true
Q59115231;MAP_1860-79;Aan Berlijn;false
Q59115231;MAP_1930;Aan Berlijn;true
Q59115231;MAP_1860-79;Aan Berlijn;false
Q59116858;MAP_1930;Aan Loefbeek;true
Q59116858;MAP_1860-79;Aan Loefbeek;false
Q59132806;MAP_1930;Munchenstein;true
Q59132806;MAP_1860-79;Munchenstein;false
Q124831607;MAP_1930;Monplaisir;true
Q124831607;MAP_1860-79;4;false
Q59115231;MAP_1930;Aan Berlijn;true
Q59115231;MAP_1860-79;Aan Berlijn;false
Q59115231;MAP_1930;Aan Berlijn;true
Q59115231;MAP_1860-79;Aan Berlijn;false
Q59115231;MAP_1930;Aan Berlijn;true
Q59115231;MAP_1860-79;Aan Berlijn;false
Q59119413;MAP_1930;Mijnzorg;true
Q59119413;MAP_1860-79;7;false
Q135395239;MAP_1930;Hanna's lust;true
Q135395239;MAP_1930;Hanna's lust;true
Q124832563;MAP_1930;Welgedacht;true
Q124832563;MAP_1860-79;2;false
Q59134180;MAP_1930;Sealand;true
Q59134180;MAP_1860-79;Sealand;false
Q59133968;MAP_1930;Union;true
Q59133968;MAP_1860-79;Union;false
Q59132857;MAP_1930;Nieuw Ribanica;true
Q59132857;MAP_1860-79;Nieuw Ribanica;false
Q59115340;MAP_1930;Burnside;true
Q59115340;MAP_1860-79;Burnside;false
Q59116979;MAP_1930;Londondery;true
Q59116979;MAP_1860-79;Londondery;false
Q59115708;MAP_1930;Huwelijkszorg;true
Q59115708;MAP_1860-79;Huwelijkszorg;false
Q59115440;MAP_1930;De Dankbaarheid;true
Q59115440;MAP_1860-79;De Dankbaarheid;false
Q59115675;MAP_1930;Hague;true
Q59115675;MAP_1860-79;Hague;false
Q125087711;MAP_1930;Welgelegen;true
Q125087711;MAP_1860-79;Welgelegen;false
Q125117414;MAP_1930;Inverness;true
Q125117414;MAP_1860-79;Inverness;false
Q59116940;MAP_1930;Leasowes;true
Q59116940;MAP_1860-79;Leasowes;false
Q59115396;MAP_1930;Clyde;true
Q59115396;MAP_1860-79;Clyde;false
Q59133938;MAP_1930;Todness;true
Q59133938;MAP_1860-79;Todness;false
Q59117998;MAP_1930;Mary's Hope;true
Q59117998;MAP_1860-79;Mary's Hope;false
Q59115338;MAP_1930;Bucklebury;true
Q59115338;MAP_1860-79;Bucklebury;false
Q59133100;MAP_1930;Pot;true
Q59133100;MAP_1860-79;Pot;false
Q59133279;MAP_1930;Sarah;true
Q59133279;MAP_1860-79;Sarah;false
Q59116940;MAP_1930;Leasowes;true
Q59116940;MAP_1860-79;Leasowes;false
Q59115352;MAP_1930;Caledonia;true
Q59115352;MAP_1860-79;Caledonia;false
Q59115352;MAP_1930;Caledonia;true
Q59115352;MAP_1860-79;Caledonia;false
Q59115352;MAP_1930;Caledonia;true
Q59115352;MAP_1860-79;Caledonia;false
Q59115359;MAP_1930;Carel Francois;true
Q59115359;MAP_1860-79;Carel Francois;false
Q59115735;MAP_1930;Johanna Catharina;true
Q59115735;MAP_1860-79;Johanna Catharina;false
Q59133965;MAP_1930;Tyrol;true
Q59133965;MAP_1860-79;Tyrol;false
Q59115596;MAP_1930;Fridericisgift;true
Q59115596;MAP_1860-79;Fridericisgift;false
Q59115757;MAP_1930;Kent;true
Q59115757;MAP_1860-79;Kent;false
Q59133267;MAP_1930;Sara Maria;true
Q59133267;MAP_1860-79;Sara Maria;false
Q124827875;MAP_1930;Eendracht;true
Q124827875;MAP_1860-79;Eendracht;false
Q59115469;MAP_1930;De Morgenster;true
Q59115469;MAP_1860-79;De Morgenster;false
Q59115735;MAP_1930;Johanna Catharina;true
Q59115735;MAP_1860-79;Johanna Catharina;false
Q59116888;MAP_1930;La Prevoyance;true
Q59116888;MAP_1860-79;La Prevoyance;false
Q59116888;MAP_1930;La Prevoyance;true
Q59116888;MAP_1860-79;La Prevoyance;false
Q59115314;MAP_1930;Broederschap;true
Q59115314;MAP_1860-79;Broederschap;false
Q59115549;MAP_1930;Elisabeth's hoop;true
Q59115549;MAP_1860-79;Elisabeth's hoop;false
Q59115131;MAP_1930;Aitnoch;true
Q59115131;MAP_1860-79;Aitnoch;false
Q124830731;MAP_1930;Hamburg;true
Q124830731;MAP_1860-79;Hamburg;false
Q124830243;MAP_1930;Nieuwe Hoop;true
Q124830243;MAP_1860-79;De Nieuwe Hoop;false
Q59116887;MAP_1930;La Poule;true
Q59116887;MAP_1860-79;La Poule;false
Q59133119;MAP_1930;Rachelshoop;true
Q59133119;MAP_1860-79;Rachelshoop;false
Q59115447;MAP_1930;De goede Intentie;true
Q59115447;MAP_1860-79;De goede Intentie;false
Q59134038;MAP_1930;Vriendslust;true
Q59134038;MAP_1860-79;Vriendslust;false
Q13457818;MAP_1930;Catharina Sophia;true
Q13457818;MAP_1860-79;Catharina Sophia;false
Q59115151;MAP_1930;Anna Maria;true
Q59115151;MAP_1860-79;Anna Maria;false
Q59133840;MAP_1930;Smithfield;true
Q59133840;MAP_1860-79;Smithfield;false
Q59133840;MAP_1930;Smithfield;true
Q59133840;MAP_1860-79;Smithfield;false
Q59115359;MAP_1930;Carel Francois;true
Q59115359;MAP_1860-79;Carel Francois;false
Q59115359;MAP_1930;Carel Francois;true
Q59115359;MAP_1860-79;Carel Francois;false
Q13457818;MAP_1930;Catharina Sophia;true
Q13457818;MAP_1860-79;Catharina Sophia;false
Q13457818;MAP_1930;Catharina Sophia;true
Q13457818;MAP_1860-79;Catharina Sophia;false
Q59115359;MAP_1930;Carel Francois;true
Q59115359;MAP_1860-79;Carel Francois;false
Q59115352;MAP_1930;Caledonia;true
Q59115352;MAP_1860-79;Caledonia;false
Q59115757;MAP_1930;Kent;true
Q59115757;MAP_1860-79;Kent;false
Q59115643;MAP_1930;Greenfield;true
Q59115643;MAP_1860-79;Greenfield;false
Q59115642;MAP_1930;Gratia's hoop;true
Q59115642;MAP_1860-79;Gratia's hoop;false
Q59133990;MAP_1930;Vier Azen;true
Q59133990;MAP_1860-79;Vier Azen;false
Q59133963;MAP_1930;Tijgerhol;true
Q59133963;MAP_1860-79;Tijgerhol;false
Q59132968;MAP_1930;Onobo;true
Q59132968;MAP_1860-79;Onobo;false
Q59115402;MAP_1930;Copie;true
Q59115402;MAP_1860-79;Copie;false
Q59117048;MAP_1930;Mapabo;true
Q59117048;MAP_1860-79;Mapabo;false
Q131414158;MAP_1930;Gouverneurslust;true
Q131414158;MAP_1860-79;Gouverneurslust;false
Q13457818;MAP_1930;Catharina Sophia;true
Q13457818;MAP_1860-79;Catharina Sophia;false
Q59115748;MAP_1930;Jukenombo;true
Q59115748;MAP_1860-79;Jukenombo;false
Q59115385;MAP_1930;Cipibo;true
Q59115385;MAP_1860-79;Cipibo;false
Q59115713;MAP_1930;Imo tappi;true
Q59115713;MAP_1860-79;Imo tappi;false
Q59133829;MAP_1930;Simirintibo;true
Q59133829;MAP_1860-79;Simiritibo;false
Q59115416;MAP_1930;Crawassibo;true
Q59115416;MAP_1860-79;Crawassibo;false
Q59115255;MAP_1930;Blakkreek;true
Q59115255;MAP_1860-79;Blakkreek;false
Q59116806;MAP_1930;Klarenbeek;true
Q59116806;MAP_1860-79;Klarenbeek;false
Q59115621;MAP_1930;Goed Accoord;true
Q59115621;MAP_1860-79;Goed Accoord;false
Q59117012;MAP_1930;Luxemburg;true
Q59117012;MAP_1860-79;Luxemburg;false
Q59133198;MAP_1930;Roseland;true
Q59133198;MAP_1860-79;Roseland;false
Q59134079;MAP_1930;Wayampibo;true
Q59134079;MAP_1860-79;Wayampibo;false
Q59132920;MAP_1930;Nimmerdor;true
Q59132920;MAP_1860-79;Nimmerdor;false
Q59133116;MAP_1930;Quapibo;true
Q59133116;MAP_1860-79;Quapibo;false
Q59115688;MAP_1930;Herstelling;true
Q59115688;MAP_1860-79;Herstelling;false
Q59116804;MAP_1930;Killenstein Nova;true
Q59116804;MAP_1860-79;Killenstein Nova;false
Q59115355;MAP_1930;Carmawippibo;true
Q59115355;MAP_1860-79;Carmawippibo;false
Q59115230;MAP_1930;Berkshoven;true
Q59115230;MAP_1860-79;Berkshoven;false
Q59115236;MAP_1930;Bethlehem;true
Q59115236;MAP_1860-79;Bethlehem;false
Q59115512;MAP_1930;Destombesburg;true
Q59115512;MAP_1860-79;Destombesburg;false
Q21000077;MAP_1930;Hazard;true
Q21000077;MAP_1860-79;Hazard;false
Q59116913;MAP_1930;La Volonte Divine;true
Q59116913;MAP_1860-79;La Volonte Divine;false
Q59132859;MAP_1930;Nieuw Rozenbeek;true
Q59132859;MAP_1860-79;Nieuw Rozenbeek;false
Q59133998;MAP_1930;Vlammenburg;true
Q59133998;MAP_1860-79;Vlammenburg;false
Q59116850;MAP_1930;l'Esperance;true
Q59116850;MAP_1860-79;l'Esperance;false
Q59132892;MAP_1930;Nieuw Wederhoop;true
Q59132892;MAP_1860-79;Nieuw Wederhoop;false
Q1977748;MAP_1930;Curacabo;true
Q1977748;MAP_1860-79;Curacabo;false
Q59115165;MAP_1930;Nieuw Appecappe;true
Q59115165;MAP_1860-79;Nieuw Appecappe;false
Q59115576;MAP_1930;Faugemburg;true
Q59115576;MAP_1860-79;Fauqenburg;false
Q59115429;MAP_1930;De Dageraad;true
Q59115429;MAP_1860-79;De Dageraad;false
Q59133840;MAP_1930;Smithfield;true
Q59133840;MAP_1860-79;Smithfield;false
Q59115151;MAP_1930;Anna Maria;true
Q59115151;MAP_1860-79;Anna Maria;false
Q59115191;MAP_1930;Barkley;true
Q59115191;MAP_1860-79;Barkley;false
Q59115130;MAP_1930;Agenoria;true
Q59115130;MAP_1860-79;Agenoria;false
Q59115399;MAP_1930;Concordia;true
Q59115399;MAP_1860-79;Concordia;false
Q59132843;MAP_1930;Klein Cullenburg;true
Q59132843;MAP_1860-79;Klein Cullenburg;false
Q59115555;MAP_1930;Elsenhagen;true
Q59115555;MAP_1860-79;Elsenhagen;false
Q59115154;MAP_1930;Annasburg;true
Q59115154;MAP_1860-79;Annasburg;false
Q59132765;MAP_1930;Klein Mon Desir;true
Q59132765;MAP_1860-79;Klein Mon Desir;false
Q59116928;MAP_1930;Le Contentement;true
Q59116928;MAP_1860-79;Le Contentement;false
Q59134207;MAP_1930;Zeldenrust;true
Q59134207;MAP_1860-79;Zeldenrust;false
Q124805743;MAP_1930;Zeldenrust en Welgelegen;true
Q124805743;MAP_1860-79;Welgelegen;false
Q59115653;MAP_1930;Groot Cuijlenburg;true
Q59115653;MAP_1860-79;Groot Cuijlenburg;false
Q124831787;MAP_1930;Patientie;true
Q124831787;MAP_1860-79;Patientie;false
Q59115623;MAP_1930;Goed Succes;true
Q59115623;MAP_1860-79;Goed Succes;false
Q59115169;MAP_1930;Arnhem;true
Q59115169;MAP_1860-79;Arnhem;false
Q59134005;MAP_1930;Vlugt en Trouw;true
Q59134005;MAP_1860-79;Vlugt en Trouw;false
Q59117003;MAP_1930;Lugtenburg;true
Q59117003;MAP_1860-79;Lugtenburg;false
Q59115670;MAP_1930;Halle in Saxen;true
Q59115670;MAP_1860-79;Halle in Saxen;false
Q59115321;MAP_1930;Brunswijk;true
Q59115321;MAP_1860-79;Brunswijk;false
Q59116819;MAP_1930;Klein Marseille;true
Q59116819;MAP_1860-79;Klein Marseille;false
Q59115664;MAP_1930;Gustaafsdaal;true
Q59115664;MAP_1860-79;Gustaafsdaal;false
Q59133976;MAP_1930;Va comme je te pousse;true
Q59133976;MAP_1860-79;Va comme je te pousse;false
Q59133054;MAP_1930;Perou;true
Q59133054;MAP_1860-79;Perou;false
Q59115506;MAP_1930;De Zuinigheid;true
Q59115506;MAP_1860-79;De Zuinigheid;false
Q59132783;MAP_1930;Mon Sort;true
Q59132783;MAP_1860-79;Mon Sort;false
Q59116876;MAP_1930;La Nouvelle Esperance;true
Q59116876;MAP_1860-79;La Nouvelle Esperance;false
Q59119433;MAP_1930;Mocha;true
Q59119433;MAP_1860-79;Mocha;false
Q95383870;MAP_1930;Marienburg;true
Q95383870;MAP_1860-79;Marienburg;false
Q59117047;MAP_1930;Manheim;true
Q59117047;MAP_1860-79;Manheim;false
Q59115551;MAP_1860-79;Elk 't Zijn;false
Q59132759;MAP_1930;Aan Molhoop;true
Q59132759;MAP_1860-79;Aan Molhoop;false
Q59115499;MAP_1930;De Vrede;true
Q59115499;MAP_1860-79;De Vrede;false
Q59133856;MAP_1930;Souburg;true
Q59133856;MAP_1860-79;Souburg;false
Q59115654;MAP_1930;Groot Marseille;true
Q59115654;MAP_1860-79;Groot Marseille;false
Q59132765;MAP_1930;Mon desir;true
Q59132765;MAP_1860-79;Mon desir;false
Q59132765;MAP_1930;Mon desir;true
Q59132765;MAP_1860-79;Mon desir;false
Q59115668;MAP_1930;s Hagenbosch;true
Q59115668;MAP_1860-79;s Hagenbosch;false
Q124830526;MAP_1930;Genoodzaakt;true
Q124830526;MAP_1860-79;Genoodzaakt;false
Q59116883;MAP_1930;La Paix;true
Q59116883;MAP_1860-79;La Paix;false
Q59132761;MAP_1930;Mon Bijou;true
Q59132761;MAP_1860-79;Mon Bijou;false
Q59132846;MAP_1930;Nieuw Java;true
Q59132846;MAP_1860-79;Nieuw Java;false
Q135395231;MAP_1930;De Zes Kinderen;true
Q135395231;MAP_1860-79;De Zes Kinderen;false
Q135395230;MAP_1930;De Nieuwe Uitleg;true
Q135395230;MAP_1860-79;De Nieuwe Uitleg;false
Q135395210;MAP_1930;Aan Patientia;true
Q135395210;MAP_1860-79;Aan Pateintia;false
Q59132844;MAP_1930;Aan Klein Cuilenburg;true
Q59132844;MAP_1860-79;Aan Klein Cuilenburg;false
Q59115281;MAP_1930;Bokkenstein;true
Q59115281;MAP_1860-79;Bokkenstein;false
Q135395240;MAP_1930;Heerenveen;true
Q135395240;MAP_1860-79;Heerenveen;false
Q59115607;MAP_1930;Elisabeth;true
Q59115607;MAP_1860-79;Elisabeth;false
Q59117004;MAP_1930;Lunenburg;true
Q59117004;MAP_1860-79;Lunenburg;false
Q59115294;MAP_1930;Boomakker;true
Q59115294;MAP_1860-79;Boomakker;false
Q59133209;MAP_1930;Rustlust;true
Q59133209;MAP_1860-79;Rustlust;false
Q124831604;MAP_1930;Mijn Zorg;true
Q124831604;MAP_1860-79;Mijn Zorg;false
Q124827982;MAP_1930;De Hulp;true
Q124827982;MAP_1860-79;De Hulp;false
Q59115437;MAP_1930;De Beste;true
Q59115437;MAP_1860-79;De Beste;false
Q59115378;MAP_1930;Ceres;true
Q59115378;MAP_1860-79;Ceres;false
Q59115677;MAP_1930;De Harmonie;true
Q59115677;MAP_1860-79;De Harmonie;false
Q124832146;MAP_1930;Voorzorg;true
Q124832146;MAP_1860-79;Voorzorg;false
Q135395752;MAP_1930;Oranje;true
Q135395752;MAP_1860-79;Oranje;false
Q59117005;MAP_1930;Lunette;true
Q59117005;MAP_1860-79;Lunette;false
Q59115476;MAP_1930;De Onderneming;true
Q59115476;MAP_1860-79;De Onderneming;false
Q59115607;MAP_1930;Geertruida;true
Q59115607;MAP_1860-79;Geertruida;false
Q59134172;MAP_1930;Wolvenhorst;true
Q59134172;MAP_1860-79;Wolvenhorst;false
Q59115426;MAP_1930;De Zwarigheid;true
Q59115426;MAP_1860-79;De Zwarigheid;false
Q59117044;MAP_1930;Makreabo;true
Q59117044;MAP_1860-79;Makreabo;false
Q59133101;MAP_1930;Potribo;true
Q59133101;MAP_1860-79;Potribo;false
Q59133102;MAP_1930;Aan Potribo;true
Q59133102;MAP_1860-79;Aan Potribo;false
Q59115644;MAP_1930;Groenendal;true
Q59115644;MAP_1860-79;Groenendal;false
Q59115535;MAP_1930;Edinburg;true
Q59115535;MAP_1860-79;Edinburg;false
Q59115328;MAP_1930;Bruinsburg;true
Q59115328;MAP_1860-79;Bruinsburg;false
Q59132767;MAP_1930;Mon Plaisir;true
Q59132767;MAP_1860-79;Mon Plaisir;false
Q59115542;MAP_1930;Egmond;true
Q59115542;MAP_1860-79;Egmond;false
Q59133975;MAP_1930;Utrecht;true
Q59133975;MAP_1860-79;Utrecht;false
Q59117045;MAP_1930;Malebatrum;true
Q59117045;MAP_1860-79;Malebatrum;false
Q59133211;MAP_1930;Rustveld;true
Q59133211;MAP_1860-79;Bustveld;false
Q59115397;MAP_1930;Concordia;true
Q59115397;MAP_1860-79;Concordia;false
Q131413266;MAP_1930;Mijn Hoop;true
Q131413266;MAP_1860-79;Mijn Hoop;false
Q59133070;MAP_1930;Pietersburg;true
Q59133070;MAP_1860-79;Pietersburg;false
Q59132838;MAP_1930;Nieuw Clarenbeek;true
Q59132838;MAP_1860-79;Nieuw Clarenbeek;false
Q59115453;MAP_1930;De Goudmijn;true
Q59115453;MAP_1860-79;De Goudmijn;false
Q59133171;MAP_1930;Rozenburg;true
Q59133171;MAP_1860-79;Rozenburg;false
Q137787492;MAP_1930;Welbedacht;true
Q137787492;MAP_1860-79;Welbedacht;false
Q59133025;MAP_1930;Ostage;true
Q59133025;MAP_1860-79;Ostage;false
Q59133025;MAP_1930;Ostage;true
Q59133025;MAP_1860-79;Ostage;false
Q59134175;MAP_1930;Wriedijk;true
Q59134175;MAP_1860-79;Wriedijk;false
Q59132900;MAP_1930;De Nieuwhoop;true
Q59132900;MAP_1860-79;De Nieuwhoop;false
Q59133834;MAP_1930;Aan Siparipabo;true
Q59133834;MAP_1860-79;Aan Siparipabo;false
Q59133053;MAP_1930;Penoribo;true
Q59133053;MAP_1860-79;Penoribo;false
Q59133898;MAP_1930;Stolkertsijver;true
Q59133898;MAP_1860-79;Stolkertsijver;false
Q59115166;MAP_1930;Arendrust;true
Q59115166;MAP_1860-79;Arendrust;false
Q59133992;MAP_1930;De Vier Kinderen;true
Q59133992;MAP_1860-79;De Vier Kinderen;false
Q130535976;MAP_1930;Aan Stolkertsijver;true
Q130535976;MAP_1860-79;Aan Stolkertsijver;false
Q59133853;MAP_1930;Soribo;true
Q59133853;MAP_1860-79;Soribo;false
Q124830245;MAP_1930;Verwachting;true
Q124830245;MAP_1860-79;Verwachting;false
Q124816025;MAP_1930;Oud Belair;true
Q124816025;MAP_1860-79;Oud Belair;false
Q59132830;MAP_1930;Nieuw Belair;true
Q59132830;MAP_1860-79;Nieuw Belair;false
Q59116931;MAP_1930;Le Mat Rouge;true
Q59116931;MAP_1860-79;Le Mat Rouge;false
Q135395623;MAP_1930;Sappato;true
Q135395623;MAP_1860-79;Sappato;false
Q59132862;MAP_1930;Nieuw Timotibo;true
Q59132862;MAP_1860-79;Nieuw Timotibo;false
Q59115414;MAP_1930;Courtvlugt;true
Q59115414;MAP_1860-79;Courtvlugt;false
Q59134070;MAP_1930;Waterwijk;true
Q59134070;MAP_1860-79;Waterwijk;false
Q59116835;MAP_1930;Kort en Duur;true
Q59116835;MAP_1860-79;Kort en Duur;false
Q124830361;MAP_1930;De vrede;true
Q124830361;MAP_1860-79;De vrede;false
Q59115400;MAP_1930;Constantie;true
Q59115400;MAP_1860-79;Constantie;false
Q59133280;MAP_1930;Sardam;true
Q59133280;MAP_1860-79;Sardam;false
Q124831795;MAP_1930;Rustenburg;true
Q124831795;MAP_1860-79;Rustenburg;false
Q59115671;MAP_1930;Hamburg;true
Q59115671;MAP_1860-79;Hamburg;false
Q59115407;MAP_1930;Corisana;true
Q59115407;MAP_1860-79;Corisana;false
Q59133307;MAP_1930;Scheveningen;true
Q59133307;MAP_1860-79;Scheveningen;false
Q59132945;MAP_1930;Ongegund;true
Q59132945;MAP_1860-79;Ongegund;false
Q59116816;MAP_1930;Klein La Jalousie;true
Q59116816;MAP_1860-79;Klein La Jalousie;false
Q59115324;MAP_1930;Brouwershaven;true
Q59115324;MAP_1860-79;Brouwershaven;false
Q59115112;MAP_1930;s Gravenhage;true
Q59115112;MAP_1860-79;s Gravenhage;false
Q59115144;MAP_1930;Amsterdam;true
Q59115144;MAP_1860-79;Amsterdam;false
Q59134072;MAP_1930;Waijamoe;true
Q59134072;MAP_1860-79;Waijamoe;false
Q59115141;MAP_1930;Altona;true
Q59115141;MAP_1860-79;Altona;false
Q124831915;MAP_1930;Schoonhoven;true
Q124831915;MAP_1860-79;Schoonhoven;false
Q59132982;MAP_1930;Onvergenoegd;true
Q59132982;MAP_1860-79;Onvergenoegd;false
Q59134040;MAP_1930;Vriesenburg;true
Q59134040;MAP_1860-79;Vriesenburg;false
Q59133085;MAP_1930;Poelwijk;true
Q59133085;MAP_1860-79;Poelwijk;false
Q59118022;MAP_1930;Meulwijk;true
Q59118022;MAP_1860-79;Meulwijk;false
Q59115471;MAP_1930;De Eendragt;true
Q59115471;MAP_1860-79;De Eendragt;false
Q59133206;MAP_1930;Rustenburg;true
Q59133206;MAP_1860-79;Rustenburg;false
Q59132997;MAP_1930;Oostrust;true
Q59132997;MAP_1860-79;Oostrust;false
Q59132859;MAP_1930;Nieuw Rozenbeek;true
Q59132859;MAP_1860-79;Nieuw Rozenbeek;false
Q59115423;MAP_1930;Curacao;true
Q59115423;MAP_1860-79;Curacao;false
Q59115423;MAP_1930;Curacao;true
Q59115423;MAP_1860-79;Curacao;false
Q29533971;MAP_1860-79;Remoncourt;false
Q59116911;MAP_1930;Berg Sinai;true
Q59116911;MAP_1860-79;Berg Sinai;false
Q124819566;MAP_1930;Aan Berg Sinai;true
Q124819566;MAP_1860-79;Aan Berg Sinai;false
Q130535969;MAP_1930;Maastricht;true
Q130535969;MAP_1930;Maastricht;true
Q130535969;MAP_1860-79;Maastricht;false
Q59134009;MAP_1930;Voorgrond;true
Q59134009;MAP_1860-79;Voorgrond;false
Q59115670;MAP_1930;Halle in Saxen;true
Q59115670;MAP_1860-79;Halle in Saxen;false
Q59115670;MAP_1930;Halle in Saxen;true
Q59115670;MAP_1860-79;Halle in Saxen;false
Q59115670;MAP_1930;Halle in Saxen;true
Q59115670;MAP_1860-79;Halle in Saxen;false
Q59116876;MAP_1930;La Nouvelle Esperance;true
Q59116876;MAP_1860-79;La Nouvelle Esperance;false
Q59133025;MAP_1930;Ostage;true
Q59133025;MAP_1860-79;Ostage;false
Q59133025;MAP_1930;Ostage;true
Q59133025;MAP_1860-79;Ostage;false
Q124831795;MAP_1930;Rustenburg;true
Q124831795;MAP_1860-79;Rustenburg;false
Q59134081;MAP_1930;Waycoribo;true
Q59134081;MAP_1860-79;Waycoribo;false
Q59134081;MAP_1930;Waycoribo;true
Q59134081;MAP_1860-79;Waycoribo;false
Q59115166;MAP_1930;Arendrust;true
Q59115166;MAP_1860-79;Arendrust;false
Q59133834;MAP_1930;Aan Siparipabo;true
Q59133834;MAP_1860-79;Aan Siparipabo;false
Q59132920;MAP_1930;Nimmerdor;true
Q59132920;MAP_1860-79;Nimmerdor;false
Q59115416;MAP_1930;Crawassibo;true
Q59115416;MAP_1860-79;Crawassibo;false
Q59115165;MAP_1930;Nieuw Appecappe;true
Q59115165;MAP_1860-79;Nieuw Appecappe;false
Q59115355;MAP_1930;Cannawappibo;true
Q59115355;MAP_1860-79;Cannawappibo;false
Q59115439;MAP_1930;De Dankbaarheid;true
Q59115439;MAP_1860-79;De Dankbaarheid;false
Q59134182;MAP_1930;Zeezigt;true
Q59134182;MAP_1860-79;Zeezigt;false
Q59133849;MAP_1930;Sophia's lust;true
Q59133849;MAP_1860-79;Sophia's lust;false
Q59115654;MAP_1930;Groot Marseille;true
Q59115654;MAP_1860-79;Groot Marseille;false
Q59117004;MAP_1930;Lunenburg;true
Q59117004;MAP_1860-79;Lunenburg;false
Q59115360;MAP_1930;Karelsburg;true
Q59115360;MAP_1860-79;Karelsburg;false
Q59132790;MAP_1930;Munnickendam;true
Q59132790;MAP_1860-79;Munnickendam;false
Q59115476;MAP_1930;De Onderneming;true
Q59115476;MAP_1860-79;De Onderneming;false
Q59115476;MAP_1930;De Onderneming;true
Q59115476;MAP_1860-79;De Onderneming;false
Q59115654;MAP_1930;Groot Marseille;true
Q59115654;MAP_1860-79;Groot Marseille;false
Q59134072;MAP_1930;Waijamoe;true
Q59134072;MAP_1860-79;Waijamoe;false
Q59115471;MAP_1930;De Eendragt;true
Q59115471;MAP_1860-79;De Eendragt;false
Q135395231;MAP_1930;De Zes Kinderen;true
